"Standardized_names","provinces","n.provinces","population.total","area.total","density"
"Oncidium cheirophorum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium crispum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium ensatum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium fuscatum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium ghiesbreghtianum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium hastatum","BJ",1,2106.5,1.7,1239.1176470588236
"Oncidium hastilabium","BJ",1,2106.5,1.7,1239.1176470588236
"Oncidium hintonii","BJ",1,2106.5,1.7,1239.1176470588236
"Oncidium hyphaematicum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium incurvum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium leucochilum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium luteopurpureum","TW",1,2339,3.6,649.7222222222222
"Oncidium microstigma","BJ",1,2106.5,1.7,1239.1176470588236
"Oncidium nebulosum","BJ, GD",2,13858,19.7029,703.3482380766284
"Oncidium noezlianum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium ornithorhynchum","BJ, GD, HI, TW",4,17148,26.7029,642.1774414014957
"Oncidium panamense","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium planilabre","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium reflexum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium reichenheimii","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncidium sphacelatum","BJ, FJ, GD, HB, JX, TW, ZJ",7,36437.5,81.3029,448.1697454826335
"Oncidium teretifolium","SH",1,2422,0.634,3820.1892744479496
"Oncidium wyattianum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Oncosiphon africanum","JS",1,8250,10,825
"Oncosiphon piluliferum","JS",1,8250,10,825
"Oncosperma horridum","FJ",1,3972.5,12,331.0416666666667
"Oncosperma tigillarium","BJ, FJ, GD, TW, YN",5,24840.5,74.3029,334.3140038948682
"Onobrychis cyri","GS, NM, SC, SN, XJ",5,19448,397,48.987405541561714
"Onobrychis viciifolia","BJ, JL, JS, NM, SC, XJ",6,25980,363.7,71.4324993126203
"Oophytum oviforme","TW",1,2339,3.6,649.7222222222222
"Operculicarya decaryi","BJ, FJ, TW",3,8418,17.3,486.5895953757225
"Operculicarya pachypus","TW",1,2339,3.6,649.7222222222222
"Ophionella arcuata","SH, TW",2,4761,4.234,1124.4685876239962
"Ophiopogon pierrei","GX",1,4837,24,201.54166666666666
"Ophiopogon planiscapus","BJ, SH, TW, ZJ",4,12886.5,15.934,808.7423120371533
"Ophrys lutea","TW",1,2339,3.6,649.7222222222222
"Ophrys sphegodes","TW",1,2339,3.6,649.7222222222222
"Ophthalmophyllum caroli","BJ",1,2106.5,1.7,1239.1176470588236
"Ophthalmophyllum friedrichiae","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Ophthalmophyllum fulleri","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Ophthalmophyllum longum","BJ",1,2106.5,1.7,1239.1176470588236
"Ophthalmophyllum lydiae","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Ophthalmophyllum maughanii","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Ophthalmophyllum pubescens","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Ophthalmophyllum schlechteri","BJ",1,2106.5,1.7,1239.1176470588236
"Ophthalmophyllum subfenestratum","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Ophthalmophyllum vanheerdei","BJ",1,2106.5,1.7,1239.1176470588236
"Ophthalmophyllum verrucosum","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Oplopanax horridus","YN",1,4671,39,119.76923076923077
"Opuntia articulata","BJ, FJ, GD, HB, SH, TW, ZJ",7,34363,64.9369,529.175245507562
"Opuntia auberi","YN",1,4671,39,119.76923076923077
"Opuntia aurantiaca","FJ, SH",2,6394.5,12.634,506.1342409371537
"Opuntia aurea","SD",1,9915,16,619.6875
"Opuntia basilaris","BJ, FJ, GD",3,17830.5,31.7029,562.4248885748623
"Opuntia chlorotica","TW",1,2339,3.6,649.7222222222222
"Opuntia coccinellifera","BJ, GD, JX, SH, YN",5,25447.5,76.3369,333.35778633924093
"Opuntia decumbens","FJ",1,3972.5,12,331.0416666666667
"Opuntia dillenii","BJ, FJ, GD, GX, HB, HI, JX, SC, TW, XJ, YN, ZJ",12,57521.5,362.7029,158.5912326590165
"Opuntia elata","GD, YN",2,16422.5,57.0029,288.0993774000972
"Opuntia elatior","FJ, HB, SH",3,12147,31.634,383.9855851299235
"Opuntia engelmannii","JS, SH, TW",3,13011,14.234,914.0789658564001
"Opuntia engelmannii var. linguiformis","GD, JX, SH",3,18670,35.6369,523.8951760675031
"Opuntia erinacea","BJ, FJ, GD, JX",4,22327,48.7029,458.4326600674703
"Opuntia ficus-indica","BJ, FJ, GD, JS, JX, SC, SH, SN, TW, XJ, YN, ZJ",12,60513,347.9369,173.9194664319881
"Opuntia humifusa","BJ, JS, ZJ",3,16375.5,21.7,754.63133640553
"Opuntia jamaicensis","JX",1,4496.5,17,264.5
"Opuntia leucotricha","BJ, FJ, GD, JS, JX, SC, SH, SN, TW, YN, ZJ",11,58105.5,181.9369,319.3717162378825
"Opuntia littoralis","GD",1,11751.5,18.0029,652.7559448755478
"Opuntia longispina","FJ",1,3972.5,12,331.0416666666667
"Opuntia macrorhiza","SH",1,2422,0.634,3820.1892744479496
"Opuntia maxima","BJ, FJ, GD, HB, JX, SH, TW, ZJ",8,38859.5,81.9369,474.2612913107526
"Opuntia microdasys","BJ, FJ, GD, GX, GZ, HB, JS, JX, SC, SH, SN, TW, YN, ZJ",14,72389,242.9369,297.9744946115637
"Opuntia microdasys subsp. rufida","BJ, FJ, GD, JX, SC, TW, YN, ZJ",8,43573.5,150.3029,289.9045860059919
"Opuntia monacantha","FJ, GD, GZ, JX, SC, SH, TW, YN, ZJ",9,47583,167.2369,284.5245277806513
"Opuntia orbiculata","BJ, FJ, GD, JX, ZJ",5,28346,58.7029,482.87222607401
"Opuntia oricola","TW",1,2339,3.6,649.7222222222222
"Opuntia pailana","TW",1,2339,3.6,649.7222222222222
"Opuntia phaeacantha","BJ, GD, JX, SN, TW",5,24553.5,61.3029,400.5275443739203
"Opuntia phaeacantha var. camanchica","BJ",1,2106.5,1.7,1239.1176470588236
"Opuntia pilifera","BJ, FJ",2,6079,13.7,443.7226277372263
"Opuntia polyacantha var. hystericina","BJ",1,2106.5,1.7,1239.1176470588236
"Opuntia quimilo","GD",1,11751.5,18.0029,652.7559448755478
"Opuntia robusta","BJ, JX, TW",3,8942,22.3,400.9865470852018
"Opuntia salmiana","BJ, FJ, GD, JS, LN, TJ, YN, ZJ",8,42451.5,106.9029,397.10335266863666
"Opuntia sanguinocula","BJ",1,2106.5,1.7,1239.1176470588236
"Opuntia streptacantha","SH",1,2422,0.634,3820.1892744479496
"Opuntia stricta","FJ, GD, JX, SC",4,28438,96.0029,296.2202183475708
"Opuntia tuna","FJ, GD, JX, TW, YN",5,27230.5,89.6029,303.90199424348987
"Orania longisquama","FJ, YN",2,8643.5,51,169.48039215686273
"Orania ravaka","FJ",1,3972.5,12,331.0416666666667
"Orania sylvicola","YN",1,4671,39,119.76923076923077
"Orania trispatha","FJ, YN",2,8643.5,51,169.48039215686273
"Oraniopsis appendiculata","FJ, GD, TW",3,18063,33.6029,537.5428906433672
"Orbea baldratii","SH",1,2422,0.634,3820.1892744479496
"Orbea carnosa","SH, TW",2,4761,4.234,1124.4685876239962
"Orbea cooperi","SH",1,2422,0.634,3820.1892744479496
"Orbea deflersiana","GD",1,11751.5,18.0029,652.7559448755478
"Orbea dummeri","GD, JX, SH",3,18670,35.6369,523.8951760675031
"Orbea lepida","BJ, ZJ",2,8125.5,11.7,694.4871794871796
"Orbea prognatha","TW, YN",2,7010,42.6,164.55399061032864
"Orbea pulchella","BJ, FJ, JX, SH, TW",5,15336.5,34.934,439.0135684433503
"Orbea schweinfurthii","SH",1,2422,0.634,3820.1892744479496
"Orbea semota","SH, TW",2,4761,4.234,1124.4685876239962
"Orbea speciosa","SH",1,2422,0.634,3820.1892744479496
"Orbea taitica","SH",1,2422,0.634,3820.1892744479496
"Orbea variegata","BJ, FJ, GD, GX, JS, JX, SH, YN, ZJ",9,48526,132.33690000000001,366.68533115102434
"Orbea verrucosa","GD, JX",2,16248,35.0029,464.1901099623175
"Orbea wissmannii","SH, TW",2,4761,4.234,1124.4685876239962
"Orbea woodii","SH",1,2422,0.634,3820.1892744479496
"Orbeanthus hardyi","TW",1,2339,3.6,649.7222222222222
"Orchidantha fimbriata","GD",1,11751.5,18.0029,652.7559448755478
"Orchidantha maxillarioides","GD",1,11751.5,18.0029,652.7559448755478
"Orchis italica","TW",1,2339,3.6,649.7222222222222
"Oreocereus celsianus","BJ, FJ, GD, JX, SH, TW",6,27088,52.9369,511.7035564983971
"Oreocereus fossulatus","FJ, HB",2,9725,31,313.7096774193548
"Oreocereus leucotrichus","BJ, GD, JS, JX",4,26604.5,46.7029,569.6541328268694
"Oreocereus ritteri","FJ, ZJ",2,9991.5,22,454.15909090909093
"Oreocereus trollii","BJ, FJ, GD, JS, JX, TW, YN",7,37587,101.3029,371.0357748889716
"Origanum laevigatum","BJ",1,2106.5,1.7,1239.1176470588236
"Origanum majorana","BJ, HB, JS, TW, ZJ",5,24467,44.3,552.3024830699775
"Ormosia antioquensis","YN",1,4671,39,119.76923076923077
"Ormosia cambodiana","YN",1,4671,39,119.76923076923077
"Ormosia macrocalyx","YN",1,4671,39,119.76923076923077
"Ormosia minor","GD, YN",2,16422.5,57.0029,288.0993774000972
"Ormosia monosperma","YN",1,4671,39,119.76923076923077
"Ornithidium sophronitis","BJ, TW",2,4445.5,5.3,838.7735849056604
"Ornithogalum arabicum","FJ, JS, TW, ZJ",4,20580.5,35.6,578.1039325842696
"Ornithogalum balansae","TW",1,2339,3.6,649.7222222222222
"Ornithogalum candicans","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Ornithogalum dubium","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Ornithogalum nutans","JS, TW",2,10589,13.6,778.6029411764706
"Ornithogalum princeps","BJ",1,2106.5,1.7,1239.1176470588236
"Ornithogalum pyrenaicum","JS",1,8250,10,825
"Ornithogalum saundersiae","BJ, TW",2,4445.5,5.3,838.7735849056604
"Ornithogalum thyrsoides","BJ, TW",2,4445.5,5.3,838.7735849056604
"Ornithogalum umbellatum","TW",1,2339,3.6,649.7222222222222
"Ornithogalum viridiflorum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Orostachys furusei","BJ, FJ",2,6079,13.7,443.7226277372263
"Orostachys iwarenge","BJ, FJ, GD, JX",4,22327,48.7029,458.4326600674703
"Orostachys polycephala","FJ, GD, JX",3,20220.5,47.0029,430.19686019373273
"Oroya peruviana","BJ, FJ, HB, TW",4,14170.5,36.3,390.37190082644634
"Ortegocactus macdougallii","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Orthophytum alvimii","BJ, GD, TW",3,16197,23.3029,695.0637045174634
"Orthophytum benzingii","TW, YN",2,7010,42.6,164.55399061032864
"Orthophytum disjunctum","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Orthophytum foliosum","BJ, GD, TW, YN",4,20868,62.3029,334.9442802822982
"Orthophytum fosterianum","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Orthophytum glabrum","GD, YN",2,16422.5,57.0029,288.0993774000972
"Orthophytum gurkenii","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Orthophytum lemei","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Orthophytum lucidum","YN",1,4671,39,119.76923076923077
"Orthophytum magalhaesii","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Orthophytum maracasense","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Orthophytum rubrum","BJ, YN",2,6777.5,40.7,166.52334152334151
"Orthophytum sanctum","BJ, GD",2,13858,19.7029,703.3482380766284
"Orthophytum saxicola","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Orthophytum sucrei","BJ, GD, YN",3,18529,58.7029,315.6402835294338
"Orthophytum vagans","BJ, TW",2,4445.5,5.3,838.7735849056604
"Orthrosanthus chimboracensis","JS",1,8250,10,825
"Oryzopsis hymenoides","GS, TW",2,4865.5,46.6,104.40987124463518
"Osa pulchra","YN",1,4671,39,119.76923076923077
"Oscularia comptonii","BJ",1,2106.5,1.7,1239.1176470588236
"Osmanthus decorus","SH",1,2422,0.634,3820.1892744479496
"Osmanthus × burkwoodii","SH, TW",2,4761,4.234,1124.4685876239962
"Osmanthus × fortunei","GD, TW",2,14090.5,21.6029,652.25039230844
"Osteospermum calendulaceum","JS",1,8250,10,825
"Osteospermum ecklonis","BJ, JS, TW",3,12695.5,15.3,829.7712418300653
"Osteospermum hybrida","FJ",1,3972.5,12,331.0416666666667
"Ostrya carpinifolia","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Ostrya virginiana","BJ, SH, ZJ",3,10547.5,12.334,855.1564780282147
"Otatea acuminata","GD",1,11751.5,18.0029,652.7559448755478
"Othonna capensis","GD",1,11751.5,18.0029,652.7559448755478
"Othonna clavifolia","BJ, FJ, TW",3,8418,17.3,486.5895953757225
"Othonna euphorbioides","BJ, FJ, TW",3,8418,17.3,486.5895953757225
"Othonna herrei","FJ, TW",2,6311.5,15.6,404.5833333333333
"Othonna retrofracta","BJ, TW",2,4445.5,5.3,838.7735849056604
"Othonna retrorsa","FJ, SH, TW",3,8733.5,16.234,537.9758531477146
"Othonna triplinervia","SH",1,2422,0.634,3820.1892744479496
"Ottosonderia monticola","BJ",1,2106.5,1.7,1239.1176470588236
"Oxalis adenodes","GD, TW",2,14090.5,21.6029,652.25039230844
"Oxalis adenophylla","TW",1,2339,3.6,649.7222222222222
"Oxalis ambigua","TW",1,2339,3.6,649.7222222222222
"Oxalis annae","TW",1,2339,3.6,649.7222222222222
"Oxalis articulata","FJ, JS, JX, SN, TW, XJ, YN, ZJ",8,36015.5,278.6,129.27315147164393
"Oxalis bifurca","TW",1,2339,3.6,649.7222222222222
"Oxalis bowiei","BJ, FJ, HL, JX, SN, TW, XJ",7,22658.5,267.3,84.76805087916199
"Oxalis brasiliensis","GD, JS, TW",3,22340.5,31.6029,706.9129731765122
"Oxalis callosa","TW",1,2339,3.6,649.7222222222222
"Oxalis commutata","TW",1,2339,3.6,649.7222222222222
"Oxalis compressa","TW",1,2339,3.6,649.7222222222222
"Oxalis convexula","TW",1,2339,3.6,649.7222222222222
"Oxalis corniculata","BJ, CQ, FJ, GD, GX, GZ, HB, HI, JS, JX, SC, SN, TW, XJ, YN, ZJ",16,76402,419.9029,181.951589284094
"Oxalis debilis var. corymbosa","AH, BJ, CQ, FJ, GD, GX, GZ, HB, HI, JS, JX, SC, TW, YN, ZJ",15,76173,246.9029,308.5139947728439
"Oxalis engleriana","TW",1,2339,3.6,649.7222222222222
"Oxalis fabifolia","TW",1,2339,3.6,649.7222222222222
"Oxalis flava","TW",1,2339,3.6,649.7222222222222
"Oxalis fourcadei","TW",1,2339,3.6,649.7222222222222
"Oxalis gigantea","FJ",1,3972.5,12,331.0416666666667
"Oxalis glabra","GD, TW",2,14090.5,21.6029,652.25039230844
"Oxalis goniorhiza","TW",1,2339,3.6,649.7222222222222
"Oxalis hirta","TW",1,2339,3.6,649.7222222222222
"Oxalis inaequalis","TW",1,2339,3.6,649.7222222222222
"Oxalis incarnata","TW",1,2339,3.6,649.7222222222222
"Oxalis lasiandra","JS",1,8250,10,825
"Oxalis latifolia","TW",1,2339,3.6,649.7222222222222
"Oxalis livida","TW",1,2339,3.6,649.7222222222222
"Oxalis luteola","TW",1,2339,3.6,649.7222222222222
"Oxalis massoniana","TW",1,2339,3.6,649.7222222222222
"Oxalis megalorrhiza","SH",1,2422,0.634,3820.1892744479496
"Oxalis melanosticta","TW",1,2339,3.6,649.7222222222222
"Oxalis namaquana","GD, TW",2,14090.5,21.6029,652.25039230844
"Oxalis nidulans","GD, TW",2,14090.5,21.6029,652.25039230844
"Oxalis obliquifolia","TW",1,2339,3.6,649.7222222222222
"Oxalis obtusa","TW",1,2339,3.6,649.7222222222222
"Oxalis palmifrons","TW",1,2339,3.6,649.7222222222222
"Oxalis pardalis","TW",1,2339,3.6,649.7222222222222
"Oxalis perdicaria","GD, TW",2,14090.5,21.6029,652.25039230844
"Oxalis pes-caprae","BJ, FJ, GD, GX, JS, TW, ZJ",7,39275.5,79.3029,495.25931586360656
"Oxalis pocockiae","TW",1,2339,3.6,649.7222222222222
"Oxalis polyphylla","TW",1,2339,3.6,649.7222222222222
"Oxalis purpurea","TW, YN",2,7010,42.6,164.55399061032864
"Oxalis rosea","FJ",1,3972.5,12,331.0416666666667
"Oxalis simplex","TW",1,2339,3.6,649.7222222222222
"Oxalis smithiana","TW",1,2339,3.6,649.7222222222222
"Oxalis stellata","TW",1,2339,3.6,649.7222222222222
"Oxalis stenorrhyncha","TW",1,2339,3.6,649.7222222222222
"Oxalis tenuifolia","TW",1,2339,3.6,649.7222222222222
"Oxalis tetraphylla","TW, XJ",2,4746.5,169.6,27.986438679245285
"Oxalis tomentosa","TW",1,2339,3.6,649.7222222222222
"Oxalis tortuosa","GX",1,4837,24,201.54166666666666
"Oxalis triangularis","BJ, FJ, GD, HB, JS, JX, SC, TW, YN, ZJ",10,57576,179.3029,321.1102553277164
"Oxalis tuberosa","TW",1,2339,3.6,649.7222222222222
"Oxalis versicolor","TW",1,2339,3.6,649.7222222222222
"Oxalis violacea","GX, YN",2,9508,63,150.9206349206349
"Oxalis virginea","TW",1,2339,3.6,649.7222222222222
"Oxalis zeekoevleyensis","TW",1,2339,3.6,649.7222222222222
"Oxybaphus nyctagineus","BJ",1,2106.5,1.7,1239.1176470588236
"Oxyceros horridus","YN",1,4671,39,119.76923076923077
"Oxydendrum arboreum","BJ, HB, SD, TW",4,20113,40.3,499.08188585607945
"Oxypetalum coeruleum","TW",1,2339,3.6,649.7222222222222
"Oxytropis campestris","ZJ",1,6019,10,601.9
"Ozothamnus diosmifolius","TW",1,2339,3.6,649.7222222222222
"Ozothamnus ledifolius","TW",1,2339,3.6,649.7222222222222
"Ozothamnus rosmarinifolius","TW",1,2339,3.6,649.7222222222222
"Pabstia jugosa","TW",1,2339,3.6,649.7222222222222
"Pabstia viridis","TW",1,2339,3.6,649.7222222222222
"Pachira aquatica","BJ, FJ, GD, HB, HI, JS, JX, SC, TW, YN, ZJ",11,58527,182.7029,320.3397428283842
"Pachira quinata","YN",1,4671,39,119.76923076923077
"Pachycarpus bisacculatus","BJ",1,2106.5,1.7,1239.1176470588236
"Pachycereus gatesii","BJ",1,2106.5,1.7,1239.1176470588236
"Pachycereus gaumeri","BJ",1,2106.5,1.7,1239.1176470588236
"Pachycereus hollianus","TW",1,2339,3.6,649.7222222222222
"Pachycereus pecten-aboriginum","BJ, FJ, GD, JX, SH, TW",6,27088,52.9369,511.7035564983971
"Pachycereus pringlei","BJ, FJ, GD, HB, JS, JX, SC, SH, TW",9,49308,130.9369,376.5783365880817
"Pachycereus weberi","FJ",1,3972.5,12,331.0416666666667
"Pachycormus discolor","TW",1,2339,3.6,649.7222222222222
"Pachycymbium decaisneanum","BJ, SH, YN",3,9199.5,41.334,222.5649586296995
"Pachyphytum bracteosum","BJ, FJ",2,6079,13.7,443.7226277372263
"Pachyphytum compactum","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Pachyphytum glutinicaule","GD, JX",2,16248,35.0029,464.1901099623175
"Pachyphytum hookeri","BJ, HB",2,7859,20.7,379.66183574879227
"Pachyphytum longifolium","SH",1,2422,0.634,3820.1892744479496
"Pachyphytum oviferum","BJ, FJ, GD, HB, JX, SH",6,30501.5,68.3369,446.34011785726307
"Pachyphytum viride","BJ, GD",2,13858,19.7029,703.3482380766284
"Pachypodium baronii","BJ, TW",2,4445.5,5.3,838.7735849056604
"Pachypodium bispinosum","BJ, FJ, JS, TW",4,16668,27.3,610.5494505494505
"Pachypodium brevicaule","BJ, FJ, GD, JS, SC, SH, TW",7,39059,94.9369,411.4206383397815
"Pachypodium densiflorum","BJ, FJ, HB, TW",4,14170.5,36.3,390.37190082644634
"Pachypodium geayi","BJ, FJ, GD, HB, JS, JX, SC, SH, TW",9,49308,130.9369,376.5783365880817
"Pachypodium horombense","FJ, GD, TW",3,18063,33.6029,537.5428906433672
"Pachypodium lamerei","BJ, FJ, GD, HB, HI, JS, JX, SC, SH, TW, ZJ",11,56278,144.33690000000001,389.90722400162394
"Pachypodium lealii","TW",1,2339,3.6,649.7222222222222
"Pachypodium namaquanum","BJ, FJ, GD, JS, JX, SH, TW",7,35338,62.9369,561.4830091726793
"Pachypodium rosulatum","TW",1,2339,3.6,649.7222222222222
"Pachypodium rosulatum subsp. gracilius","TW",1,2339,3.6,649.7222222222222
"Pachypodium rutenbergianum","TW",1,2339,3.6,649.7222222222222
"Pachypodium saundersii","BJ, FJ, GD, HB, SH, TW",6,28344,54.9369,515.9373754252606
"Pachypodium succulentum","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Pachypodium windsorii","FJ, TW",2,6311.5,15.6,404.5833333333333
"Pachyrhizus erosus","AH, CQ, FJ, GD, GX, GZ, HB, HN, JS, JX, SC, SN, TW, YN, ZJ",15,83588.5,283.8029,294.53011227158
"Pachystachys coccinea","GD, TW, YN",3,18761.5,60.6029,309.58089464365565
"Pachystachys lutea","BJ, FJ, GD, GX, HB, HI, JS, JX, SC, TW, YN",11,57345,196.7029,291.53103487543905
"Pachyveria pachyphytoides","BJ",1,2106.5,1.7,1239.1176470588236
"Pachyveria scheideckeri","SH",1,2422,0.634,3820.1892744479496
"Paeonia arietina","JS",1,8250,10,825
"Paeonia coriacea","JS",1,8250,10,825
"Paeonia daurica","JS",1,8250,10,825
"Paeonia daurica subsp. wittmanniana","HB",1,5752.5,19,302.7631578947368
"Paeonia mascula","BJ, JS",2,10356.5,11.7,885.1709401709402
"Paeonia officinalis","JS, TW, YN, ZJ",4,21279,62.6,339.92012779552715
"Paeonia officinalis subsp. microcarpa","JS",1,8250,10,825
"Paeonia peregrina","BJ, JS",2,10356.5,11.7,885.1709401709402
"Paeonia tenuifolia","BJ, GZ, JS, SH",4,16472.5,30.334,543.0375156589965
"Palaquium gutta","GD",1,11751.5,18.0029,652.7559448755478
"Palisota barteri","YN",1,4671,39,119.76923076923077
"Palisota pynaertii","FJ",1,3972.5,12,331.0416666666667
"Paliurus spina-christi","JS, LN, SH, TW, ZJ",5,23347,39.234,595.0706020288525
"Pamianthe peruviana","TW",1,2339,3.6,649.7222222222222
"Panax quinquefolius","BJ, FJ, GD, GZ, JL, JS, JX, TW",8,39172,99.3029,394.469849319607
"Pancratium maritimum","TW",1,2339,3.6,649.7222222222222
"Pandanus altissimus","YN",1,4671,39,119.76923076923077
"Pandanus amaryllifolius","FJ, GD, TW, YN",4,22734,72.6029,313.1279880004793
"Pandanus dubius","FJ, TW",2,6311.5,15.6,404.5833333333333
"Pandanus graminifolius","FJ",1,3972.5,12,331.0416666666667
"Pandanus papuanus","YN",1,4671,39,119.76923076923077
"Pandanus polycephalus","TW, YN",2,7010,42.6,164.55399061032864
"Pandanus pygmaeus","FJ, GD, TW, YN",4,22734,72.6029,313.1279880004793
"Pandanus stellatus","YN",1,4671,39,119.76923076923077
"Pandanus tonkinensis","GD, YN",2,16422.5,57.0029,288.0993774000972
"Pandanus utilis","BJ, GD, HB, HI, JX, SH, TW, YN",8,34490,102.3369,337.0240841768707
"Pandorea jasminoides","FJ, GD, JS, JX, SH, TW, YN, ZJ",8,43921.5,110.2369,398.42829397415926
"Pangium edule","FJ",1,3972.5,12,331.0416666666667
"Panicum capillare","JS, TW",2,10589,13.6,778.6029411764706
"Panicum coloratum","NM",1,2436.5,118,20.64830508474576
"Panicum dichotomiflorum","FJ, YN",2,8643.5,51,169.48039215686273
"Panicum maximum","FJ, GD, HI, SC, TW",5,27231.5,86.0029,316.63467162153836
"Panicum repens","FJ, GD, GX, JX, SC, TW",6,35614,123.6029,288.1323981880684
"Panicum scabriusculum","JX",1,4496.5,17,264.5
"Panicum virgatum","BJ, JS, SH, TW, YN",5,19788.5,54.934,360.22317690319295
"Papaver burseri","JS",1,8250,10,825
"Papaver californicum","JS",1,8250,10,825
"Papaver dubium","JS, ZJ",2,14269,20,713.45
"Papaver hybridum","JS, TW",2,10589,13.6,778.6029411764706
"Papaver orientale","BJ, FJ, HB, JS, LN, SH, TW, XJ",8,31567,227.934,138.49184413031844
"Papaver rhoeas","BJ, FJ, GD, GX, GZ, HB, HI, HL, JL, JS, JX, SC, SD, SN, TW, XJ, YN, ZJ",18,89279,492.7029,181.20250560733456
"Papaver somniferum","BJ, FJ, GD, GZ, HB, HL, JS, JX, TW, XJ, YN, ZJ",12,58936.5,360.3029,163.57486992194623
"Paphiopedilum adductum","GD, TW",2,14090.5,21.6029,652.25039230844
"Paphiopedilum argus","TW",1,2339,3.6,649.7222222222222
"Paphiopedilum barbatum","YN",1,4671,39,119.76923076923077
"Paphiopedilum callosum","GD, JX, TW, YN",4,23258,77.6029,299.7052945186327
"Paphiopedilum dayanum","TW",1,2339,3.6,649.7222222222222
"Paphiopedilum druryi","BJ",1,2106.5,1.7,1239.1176470588236
"Paphiopedilum exul","BJ, GD, TW",3,16197,23.3029,695.0637045174634
"Paphiopedilum fairrieanum","GD",1,11751.5,18.0029,652.7559448755478
"Paphiopedilum glanduliferum","GD, TW",2,14090.5,21.6029,652.25039230844
"Paphiopedilum glaucophyllum","BJ, GD, JX, TW",4,20693.5,40.3029,513.4494043852924
"Paphiopedilum haynaldianum","GD, TW",2,14090.5,21.6029,652.25039230844
"Paphiopedilum hennisianum","GD",1,11751.5,18.0029,652.7559448755478
"Paphiopedilum hookerae","GD",1,11751.5,18.0029,652.7559448755478
"Paphiopedilum javanicum","TW",1,2339,3.6,649.7222222222222
"Paphiopedilum kolopakingii","GD",1,11751.5,18.0029,652.7559448755478
"Paphiopedilum lawrenceanum","TW",1,2339,3.6,649.7222222222222
"Paphiopedilum liemianum","TW",1,2339,3.6,649.7222222222222
"Paphiopedilum lowii","BJ, GD, TW",3,16197,23.3029,695.0637045174634
"Paphiopedilum niveum","TW",1,2339,3.6,649.7222222222222
"Paphiopedilum philippinense","BJ, GD, SH, TW",4,18619,23.9369,777.8367290668382
"Paphiopedilum philippinense var. roebelenii","BJ",1,2106.5,1.7,1239.1176470588236
"Paphiopedilum primulinum","BJ, GD, TW",3,16197,23.3029,695.0637045174634
"Paphiopedilum randsii","TW",1,2339,3.6,649.7222222222222
"Paphiopedilum rothschildianum","BJ, GD, TW",3,16197,23.3029,695.0637045174634
"Paphiopedilum sanderianum","BJ, GD, TW",3,16197,23.3029,695.0637045174634
"Paphiopedilum sangii","TW",1,2339,3.6,649.7222222222222
"Paphiopedilum stonei","GD, TW",2,14090.5,21.6029,652.25039230844
"Paphiopedilum sukhakulii","GD, SH",2,14173.5,18.6369,760.5073805192924
"Paphiopedilum superbiens","TW",1,2339,3.6,649.7222222222222
"Paphiopedilum vietnamense","GD, JX",2,16248,35.0029,464.1901099623175
"Paracostus englerianus","GD",1,11751.5,18.0029,652.7559448755478
"Paraderris elliptica","FJ, GD, GX, JS, TW, ZJ",6,37169,77.6029,478.96405933283415
"Paradisea liliastrum","JS, YN",2,12921,49,263.6938775510204
"Parajubaea cocoides","FJ, GD",2,15724,30.0029,524.0826720083725
"Parajubaea torallyi","GD, TW",2,14090.5,21.6029,652.25039230844
